Discipline,Main Topic,Subtopics
Legislação dos Municípios do Estado de São Paulo,72. Legislação do Município de São João da Boa Vista,"72.1 Lei Orgânica do Município de São João da Boa Vista, 72.2 Lei nº 656 de 1992 - Regime Jurídico dos Servidores Públicos do Município"
Legislação dos Municípios do Estado de São Paulo,73. Legislação do Município de Adamantina,"73.1 Lei Orgânica do Município de Adamantina, 73.2 Lei Complementar nº 014 de 1999 - Plano de Carreira do Magistério de Ensino Superior, 73.3 Lei Complementar nº 274 de 2017 - Estatuto, Estrutura Administrativa e Acadêmica e Quadro de Pessoal do Centro Universitário de Adamantina - UNIFAI"
Legislação dos Municípios do Estado de São Paulo,74. Legislação do Município de Francisco Maroto,74.1 Lei nº 2.233 de 2006 - Regime Comum das Unidades Escolares Municipais do Município de Francisco Maroto
Legislação dos Municípios do Estado de São Paulo,75. Legislação do Município de Jahu,"75.1 Lei Complementar nº 265 de 2005 - Estatuto dos Funcionários Públicos do Município, 75.2 Lei Orgânica do Município de Jahu"
Legislação dos Municípios do Estado de São Paulo,76. Legislação do Município de Paraibuna,"76.1 Lei Complementar n° 75 de 2018 - Regime Jurídico dos Servidores Públicos do Município, 76.2 Lei Complementar nº 40 de 2011 - Código Tributário do Município"
Legislação dos Municípios do Estado de São Paulo,77. Legislação do Município de Guaratinguetá,"77.1 Lei Orgânica do Município de Guaratinguetá, 77.2 Lei nº 4.716 de 2017 - Estatuto Social da Companhia de Desenvolvimento de Guaratinguetá (CODSEG) e Legislação Específica"
Legislação dos Municípios do Estado de São Paulo,78. Legislação do Município de Riversul,"78.1 Lei Orgânica do Município de Riversul, 78.2 Lei nº 998 de 1993 - Estatuto dos Funcionários Públicos Civis do Município"
Legislação dos Municípios do Estado de São Paulo,79. Legislação do Município de Lucélia,"79.1 Lei Orgânica do Município de Lucélia, 79.2 Lei Complementar nº 4.457 de 2014 - Código de Posturas do Município"
Legislação dos Municípios do Estado de São Paulo,80. Legislação do Município de Cananeia,80.1 Lei Orgânica do Município de Cananeia
Legislação dos Municípios do Estado de São Paulo,81. Legislação do Município de Itápolis,"81.1 Lei Orgânica do Município de Itápolis, 81.2 Lei Complementar nº 2.913 de 2012 - Estatuto, Plano de Carreira e Remuneração dos Profissionais do Magistério Público"
Legislação dos Municípios do Estado de São Paulo,82. Legislação do Município de Cabreúva,82.1 Lei Orgânica do Município de Cabreúva
Legislação dos Municípios do Estado de São Paulo,83. Legislação do Município de Morro Agudo,"83.1 Lei Orgânica do Município de Morro Agudo, 83.2 Lei nº 985 de 1984 - Código Tributário do Município, 83.3 Lei nº 1.268 de 1989 - ITBI"
Legislação dos Municípios do Estado de São Paulo,84. Legislação do Município de Caraguatatuba,"84.1 Lei Orgânica do Município de Caraguatatuba, 84.2 Lei n° 2.482 de 2019 - Guarda Municipal de Caraguatatuba, 84.3 Decreto n° 1.111 de 2019 - Dispõe sobre a Regulamentação da Lei Municipal nº 2.482, de 25 de junho de 2019"
Legislação dos Municípios do Estado de São Paulo,85. Legislação do Município de Serra Negra,85.1 Lei Orgânica do Município de Serra Negra
Legislação dos Municípios do Estado de São Paulo,86. Legislação do Município de Presidente Prudente,"86.1 Lei Orgânica do Município de Presidente Prudente, 86.2 Lei Complementar nº 5 de 1991 e Lei nº 27 de 1996 - Regime Jurídico Único dos Servidores Públicos do Município, 86.3 Lei Complementar nº 106 de 2001 - Sistema de Previdência Municipal - PRUDENPREV, 86.4 Lei Complementar nº 230 de 2018 - Plano Diretor do Município, 86.5 Lei nº 8.541 de 2014 - Programa Municipal de Arborização Urbana, 86.6 Regimento Comum das Escolas Municipais de Presidente Prudente, 86.7 Lei n° 8.153 de 2013 – Sistema de Calçadas Ecológicas, 86.8 Lei nº 3.906 de 1994 - Plantio e Poda de Árvores na Cidade"
Legislação dos Municípios do Estado de São Paulo,87. Legislação do Município de Campos do Jordão,"87.1 Lei Orgânica do Município de Campos do Jordão, 87.2 Lei nº 2.538 de 2000 - Plano de Carreiras e Vencimentos do Quadro de Apoio Educacional da Secretaria de Educação, 87.3 Lei nº 3.617 de 2013 - Plano de Carreira, Remuneração e Valorização do Magistério Público Municipal, 87.4 Decreto nº 7.575 de 2016 - Regimento Escolar Municipal, 87.5 Lei nº 4.144 de 2022 - Dispõe sobre o Uso, a Ocupação do Solo e a Proteção à Paisagem"
Legislação dos Municípios do Estado de São Paulo,88. Legislação do Município de Amparo,"88.1 Lei Orgânica do Município de Amparo, 88.2 Lei nº 4.021 de 2019 - Plano de Empregos Públicos, Salários e Carreiras dos Servidores"
Legislação dos Municípios do Estado de São Paulo,89. Legislação do Município de Novo Horizonte,"89.1 Lei Orgânica do Município de Novo Horizonte, 89.2 Lei nº 2.306 de 2002 - Regime Jurídico Único dos Servidores do Município, 89.3 Lei nº 3.938 de 2014 - Reestruturação Administrativa da Prefeitura"
Legislação dos Municípios do Estado de São Paulo,90. Legislação do Município de Dois Córregos,90.1 Lei Orgânica do Município de Dois Córregos
Legislação dos Municípios do Estado de São Paulo,91. Legislação do Município de Cachoeira Paulista,"91.1 Lei Orgânica do Município de Cachoeira Paulista, 91.2 Lei nº 2.175 de 2016 - Código de Posturas do Município de Cachoeira Paulista"
Legislação dos Municípios do Estado de São Paulo,92. Legislação do Município de Votorantim,92.1 Lei Orgânica do Município de Votorantim
Legislação dos Municípios do Estado de São Paulo,93. Legislação do Município de Pitangueiras,"93.1 Lei Orgânica do Município de Pitangueiras, 93.2 Lei nº 1.904 de 1997 - Estatuto dos Servidores Públicos do Município, 93.3 Lei nº 2.001 de 1999 - Plano de Carreira, Vencimentos e Salários do Magistério Público Municipal"
Legislação dos Municípios do Estado de São Paulo,94. Legislação do Município de Ferraz de Vasconcelos,"94.1 Lei Orgânica do Município de Ferraz de Vasconcelos, 94.2 Lei nº 347 de 2019 - Estatuto da Guarda Civil Municipal, 94.3 Lei Complementar nº 167 de 2005 - Estatuto dos Servidores Públicos do Município"
Legislação dos Municípios do Estado de São Paulo,95. Legislação do Município de Mogi Mirim,95.1 Lei Orgânica do Município de Mogi Mirim
Legislação dos Municípios do Estado de São Paulo,96. Legislação do Município de Pindorama,96.1 Lei Orgânica do Município de Pindorama
Legislação dos Municípios do Estado de São Paulo,97. Legislação do Município de Taubaté,"97.1 Lei Orgânica do Município de Taubaté, 97.2 Lei Complementar nº 54 de 1994 - Código de Obras do Município, 97.3 Lei Complementar nº 412 de 2017 - Plano Diretor do Município"
Legislação dos Municípios do Estado de São Paulo,98. Legislação do Município de Boituva,"98.1 Lei Orgânica do Município de Boituva, 98.2 Lei Complementar nº 2.196 de 2011 - Estatuto dos Funcionários Públicos do Município"
Legislação dos Municípios do Estado de São Paulo,99. Legislação do Município de Queluz,99.1 Lei Orgânica do Município de Queluz
Legislação dos Municípios do Estado de São Paulo,100. Legislação do Município de São José do Barreiro,
Legislação dos Municípios do Estado de São Paulo,101. Legislação do Município de Lavrinhas,101.1 Lei Orgânica do Município de Lavrinhas
Legislação dos Municípios do Estado de São Paulo,102. Legislação do Município de Araçoiaba da Serra,102.1 Lei nº 2.001 de 2015 - Plano Municipal de Educação
Legislação dos Municípios do Estado de São Paulo,103. Legislação do Município de Lençóis Paulista,103.1 Lei nº 3.660 de 2006 - Estatuto dos Funcionários Públicos Municipais
Legislação dos Municípios do Estado de São Paulo,104. Legislação do Município de Jundiaí,"104.1 Lei Orgânica do Município de Jundiaí, 104.2 Lei Complementar nº 499 de 2010 - Estatuto dos Funcionários Públicos do Município"
Legislação dos Municípios do Estado de São Paulo,105. Legislação do Município de Estância Balneária de Ilhabela,"105.1 Lei Orgânica do Município de Estância Balneária de Ilhabela, 105.2 Lei nº 421 de 2006 - Plano Diretor do Município, 105.3 Lei nº 529 de 2007 - Código de Posturas do Município, 105.4 Lei Complementar n° 1.326 de 2018 - Estatuto dos Servidores Públicos do Município, 105.5 Lei nº 1.328 de 2018 - Plano de Cargos, Carreiras e Vencimentos do Quadro Geral do Município, 105.6 Lei n° 1.178 de 2016 - Acesso à Informação"
Legislação dos Municípios do Estado de São Paulo,106. Legislação do Município de Colômbia,"106.1 Lei Orgânica do Município, 106.2 Lei nº 328 de 1975 - Estatuto dos Servidores Públicos do Município, 106.3 Lei Municipal nº 639 de 1993 - Quadro de Pessoal da Prefeitura Municipal, 106.4 Lei nº 1.158 de 2010 - Estatuto, Plano de Carreira, Vencimentos e Salários para os integrantes do Quadro do Magistério da Divisão Municipal da Educação do Município"
Legislação dos Municípios do Estado de São Paulo,107. Legislação do Município de Guarujá,"107.1 Lei Orgânica do Município de Guarujá, 107.2 Lei nº 1.259 de 1975 - Código de Obras do Município de Guarujá, 107.3 Lei Complementar nº 44 de 1988 - Código de Posturas do Município de Guarujá, 107.4 Lei Complementar nº 38 de 1997 - Código Tributário do Município de Guarujá, 107.5 Lei Complementar nº 135 de 2012 - Regime Jurídico, Regime Próprio de Previdência Social e Plano de Cargos dos Servidores Públicos da Administração Direta, Autárquica e Fundacional do Poder Executivo do Município de Guarujá"
Legislação dos Municípios do Estado de São Paulo,108. Legislação do Município de Santos,108.1 Lei Orgânica do Município de Santos
Legislação dos Municípios do Estado de São Paulo,109. Legislação do Município de Americana,"109.1 Lei nº 4.930 de 2009 - Sistema Tributário do  Município de Americana, 109.2 Lei Orgânica do Município de Americana"
Legislação dos Municípios do Estado de São Paulo,110. Legislação do Município de Roseira,"110.1 Lei Orgânica do Município de Roseira, 110.2 Lei nº 808 de 1995 - Instituto de Previdência do Município de Roseira"
Legislação dos Municípios do Estado de São Paulo,111. Legislação do Município de Potim,111.1 Lei Orgânica do Município de Potim
Legislação dos Municípios do Estado de São Paulo,112. Legislação do Município de Fernandópolis,112.1 Lei Orgânica do Município de Fernandópolis
Legislação dos Municípios do Estado de São Paulo,113. Legislação do Município de Itapecerica da Serra,113.1 Lei Complementar nº 26 de 2012 - Regulamentação Urbanística no Município de Itapecerica da Serra
Legislação dos Municípios do Estado de São Paulo,114. Legislação do Município de Conchal,114.1 Lei Orgânica do Município de Conchal
Legislação dos Municípios do Estado de São Paulo,115. Legislação do Município de Embu das Artes,115.1 Lei Orgânica do Município de Embu das Artes
Legislação dos Municípios do Estado de São Paulo,116. Legislação do Município de Aparecida,116.1 Resolução da Câmara Municipal nº 01 de 2006 - Código de Ética e Decoro
Legislação dos Municípios do Estado de São Paulo,117. Legislação do Município de Salto,117.1 Lei Orgânica do Município de Salto
Legislação dos Municípios do Estado de São Paulo,118. Legislação do Município de Tanabi,
Legislação dos Municípios do Estado de São Paulo,119. Legislação do Município de Cunha,"119.1 Lei Orgânica do Município de Cunha, 119.2 Lei Complementar nº 1.582 de 2017 - Código Tributário do Município de Cunha"
Legislação dos Municípios do Estado de São Paulo,120. Legislação do Município de Praia Grande,120.1 Lei Orgânica do Município de Praia Grande
Legislação dos Municípios do Estado de São Paulo,121. Legislação do Município de Cândido Mota,121.1 Lei Orgânica do Município de Cândido Mota
Legislação dos Municípios do Estado de São Paulo,122. Legislação do Município de Embu-Guaçu,"122.1 Lei nº 584 de 1987- Regime Jurídico dos Servidores Públicos do Município de Embu-Guaçu, 122.2 Lei Orgânica do Município de Embu-Guaçu"
Legislação dos Municípios do Estado de São Paulo,123. Legislação do Município de Estância de Socorro,123.1 Lei Orgânica do Município de Estância de Socorro
Legislação dos Municípios do Estado de São Paulo,124. Legislação do Município de Pereira Barreto,124.1 Lei Orgânica do Município de Pereira Barreto
Legislação dos Municípios do Estado de São Paulo,125. Legislação do Município de Matão,125.1 Lei Orgânica do Município de Matão
Legislação dos Municípios do Estado de São Paulo,126. Legislação do Município de Pindamonhangaba,
Legislação dos Tribunais de Justiça (TJs),1. Legislação do Tribunal de Justiça do Acre,1.1 Lei Complementar 221 de 2010 - Código de Organização e Divisão Judiciárias do Estado do Acre
Legislação dos Tribunais de Justiça (TJs),2. Legislação do Tribunal de Justiça do Estado de Alagoas,"2.1 Lei 7.210 de 2010 - Plano de Cargos, Carreiras e Subsídios do Poder Judiciário do Estado de Alagoas"
Legislação dos Tribunais de Justiça (TJs),3. Tribunal de Justiça do Estado do Amazonas,"3.1 Código de Normas da Corregedoria Geral de Justiça do Estado do Amazonas, 3.2 Lei 2.429 de 1996 - Alteração do Regimento de Custas Judiciárias do Estado do Amazonas, Criação do Fundo de Reaparelhamento do Poder Judiciário - FUNREJ, 3.3 Lei Complementar no  17, de 23 janeiro de 1997 (Código da Organização e Divisão Judiciária do Estado do Amazonas), 3.4 Lei 2.751 de 2002 - Tabela de custas extrajudicial, 3.5 Lei 3.226 de 2008 - Plano de Cargos, Carreiras e Vencimentos dos Servidores do Poder Judiciário do Estado do Amazonas, 3.6 Lei nº 4.503 de 2017 (Revogada) e Lei nº 4.651 de 2018 - Fundo de Apoio ao Registro Civil das Pessoas Naturais do Estado do Amazonas"
Legislação dos Tribunais de Justiça (TJs),4. Tribunal de Justiça do Estado do Amapá,"4.1 Regimento Interno do Tribunal de Justiça do Amapá, 4.2 Provimento Geral da Corregedoria de Justiça, 4.3 Decreto nº 69 de 1991 - Lei de Organização Judiciária do Estado do Amapá"
Legislação dos Tribunais de Justiça (TJs),5. Tribunal de Justiça do Estado da Bahia,"5.1 Lei 10.845 de 2007 - Organização Judiciária do Estado da Bahia, 5.2 Regimento Interno do Tribunal de Justiça do Estado da Bahia, 5.3 Resolução 05 de 2013 - Regimento dos Órgãos Auxiliares e de Apoio Técnico Administrativo da Justiça, 5.4 Lei nº 8.977 de 2004 - Plano de Carreiras e Vencimentos dos Servidores do Poder Judiciário do Estado da Bahia, 5.5 Resolução nº 7 de 2010 - Conciliação"
Legislação dos Tribunais de Justiça (TJs),6. Tribunal de Justiça do Estado do Ceará,"6.1 Lei nº 16.397 de 2017 - Organização Judiciária do Estado do Ceará, 6.2 Lei nº 12.342 de 1994 - Código de Divisão e de Organização Judiciária do Estado do Ceará, 6.3 Regimento Interno do Tribunal de Justiça do Estado do Ceará, 6.4 Consolidação de Normas da Corregedoria Geral de Justiça do Estado do Ceará, 6.5 Resoluções e Atos Normativos do Tribunal de Justiça do Estado do Ceará, 6.6 Consolidação Normativa Notarial e Registral no Estado do Ceará"
Legislação dos Tribunais de Justiça (TJs),7. Tribunal de Justiça do Distrito Federal e dos Territórios,"7.1 Lei 11.697 de 2008 - Lei de Organização Judiciária do Distrito Federal e dos Territórios, 7.2 Regimento Interno do TJDFT, 7.3 Provimento Geral da Corregedoria aplicado aos Juízes e Ofícios Judiciais, 7.4 Decreto-lei 115 de 1967 - Regimento de Custas da Justiça do Distrito Federal, 7.5 Provimento Geral da Corregedoria da Justiça do Distrito Federal e dos Territórios"
